Date,Close
6/13/2014,165.89
6/16/2014,165.85
6/17/2014,168.22
6/18/2014,169.86
6/19/2014,169.73
6/20/2014,169.84
6/23/2014,170.24
6/24/2014,168.23
6/25/2014,168.38
6/26/2014,168.01
6/27/2014,166.78
6/30/2014,167.44
7/1/2014,166.81
7/2/2014,166.89
7/3/2014,169.46
7/7/2014,167.78
7/8/2014,164.91
7/9/2014,164.67
7/10/2014,163.42
7/11/2014,164.8
7/14/2014,167
7/15/2014,169.17
7/16/2014,170.47
7/17/2014,170.14
7/18/2014,171.47
7/21/2014,171.72
7/22/2014,175.02
7/23/2014,176.82
7/24/2014,176.26
7/25/2014,175.4
7/28/2014,175.95
7/29/2014,175.54
7/30/2014,175.76
7/31/2014,172.87
8/1/2014,170.25
8/4/2014,171.69
8/5/2014,169.42
8/6/2014,169.74
8/7/2014,169.1
8/8/2014,172.26
8/11/2014,172.46
8/12/2014,172.33
8/13/2014,172.37
8/14/2014,172.73
8/15/2014,171.9
8/18/2014,174.55
8/19/2014,173.96
8/20/2014,174.03
8/21/2014,175.15
8/22/2014,175.47
8/25/2014,177.87
8/26/2014,177.9
8/27/2014,177.81
8/28/2014,177.65
8/29/2014,179.11
9/2/2014,179.77
9/3/2014,179.6
9/4/2014,180.08
9/5/2014,179.75
9/8/2014,180.11
9/9/2014,177.4
9/10/2014,179.87
9/11/2014,181
9/12/2014,183.17
9/15/2014,183.98
9/16/2014,184.04
9/17/2014,184.82
9/18/2014,187.89
9/19/2014,186.2
9/22/2014,185.29
9/23/2014,185.09
9/24/2014,187.81
9/25/2014,184.09
9/26/2014,185.12
9/29/2014,183.83
9/30/2014,183.57
10/1/2014,180.7
10/2/2014,182.88
10/3/2014,188.07
10/6/2014,187.48
10/7/2014,183.8
10/8/2014,186.64
10/9/2014,181.27
10/10/2014,180.38
10/13/2014,178.77
10/14/2014,178.7
10/15/2014,177.24
10/16/2014,172.58
10/17/2014,176.91
10/20/2014,177.84
10/21/2014,180.18
10/22/2014,176.83
10/23/2014,180.06
10/24/2014,183.35
10/27/2014,183.91
10/28/2014,186.32
10/29/2014,186.08
10/30/2014,186.97
10/31/2014,189.99
11/3/2014,190.83
11/4/2014,190.27
11/5/2014,189.84
11/6/2014,191
11/7/2014,190.71
11/10/2014,191.8
11/11/2014,191.88
11/12/2014,190.18
11/13/2014,190.24
11/14/2014,189.98
11/17/2014,189.93
11/18/2014,189.64
11/19/2014,189.19
11/20/2014,189.75
11/21/2014,189.59
11/24/2014,190.07
11/25/2014,188.86
11/26/2014,188.52
11/28/2014,188.41
12/1/2014,188.2
12/2/2014,190.19
12/3/2014,190.95
12/4/2014,191.95
12/5/2014,195.45
12/8/2014,196.62
12/9/2014,196.89
12/10/2014,192
12/11/2014,193.54
12/12/2014,188.82
12/15/2014,185.54
12/16/2014,183.31
12/17/2014,185.03
12/18/2014,191.61
12/19/2014,193.28
12/22/2014,194.44
12/23/2014,195.5
12/24/2014,195.89
12/26/2014,195.45
12/29/2014,196.19
12/30/2014,195.71
12/31/2014,193.83
1/2/2015,194.41
1/5/2015,188.34
1/6/2015,184.53
1/7/2015,187.28
1/8/2015,190.27
1/9/2015,187.35
1/12/2015,185.07
1/13/2015,184.93
1/14/2015,180.23
1/15/2015,178.49
1/16/2015,177.23
1/20/2015,175.63
1/21/2015,177.15
1/22/2015,182.04
1/23/2015,180.49
1/26/2015,180.42
1/27/2015,176.49
1/28/2015,173.05
1/29/2015,175.99
1/30/2015,172.41
2/2/2015,175.49
2/3/2015,180.24
2/4/2015,178.78
2/5/2015,180.77
2/6/2015,183.43
2/9/2015,182.22
2/10/2015,184.56
2/11/2015,187.65
2/12/2015,189.78
2/13/2015,189
2/17/2015,190.02
2/18/2015,188.67
2/19/2015,189.11
2/20/2015,191.51
2/23/2015,190.31
2/24/2015,192.22
2/25/2015,191.72
2/26/2015,192.2
2/27/2015,189.79
3/2/2015,191.79
3/3/2015,191.27
3/4/2015,189.67
3/5/2015,190.08
3/6/2015,186.91
3/9/2015,187.93
3/10/2015,182.71
3/11/2015,184.18
3/12/2015,189.95
3/13/2015,189.34
3/16/2015,191.9
3/17/2015,190.57
3/18/2015,192.32
3/19/2015,189.97
3/20/2015,193.13
3/23/2015,191.96
3/24/2015,191.28
3/25/2015,187.35
3/26/2015,187.24
3/27/2015,188.06
3/30/2015,191.02
3/31/2015,187.97
4/1/2015,192.23
4/2/2015,191.55
4/6/2015,192.05
4/7/2015,192.39
4/8/2015,192.56
4/9/2015,194.89
4/10/2015,195.64
4/13/2015,195.58
4/14/2015,197.72
4/15/2015,201.1
4/16/2015,200.21
4/17/2015,197.35
4/20/2015,198.1
4/21/2015,196.84
4/22/2015,198.32
4/23/2015,199.31
4/24/2015,197.99
4/27/2015,196.52
4/28/2015,197.49
4/29/2015,198.56
4/30/2015,196.42
5/1/2015,197.53
5/4/2015,199.3
5/5/2015,197.29
5/6/2015,196.25
5/7/2015,197.39
5/8/2015,200.5
5/11/2015,201.73
5/12/2015,200.53
5/13/2015,201.43
5/14/2015,202.62
5/15/2015,202.97
5/18/2015,204.66
5/19/2015,205.4
5/20/2015,205.08
5/21/2015,204.95
5/22/2015,207.8
5/26/2015,206.38
5/27/2015,209.06
5/28/2015,208.48
5/29/2015,206.19
6/1/2015,207.81
6/2/2015,206.43
6/3/2015,208.29
6/4/2015,208.87
6/5/2015,210.45
6/8/2015,209.79
6/9/2015,209.02
6/10/2015,213.13
6/11/2015,213.94
6/12/2015,213.06
6/15/2015,211.76
6/16/2015,213.56
6/17/2015,212.93
6/18/2015,214.6
6/19/2015,213.19
6/22/2015,216.51
6/23/2015,218.4
6/24/2015,214.43
6/25/2015,212.82
6/26/2015,213.17
6/29/2015,207.65
6/30/2015,208.79
7/1/2015,209.94
7/2/2015,209.2
7/6/2015,208.04
7/7/2015,208.21
7/8/2015,204.06
7/9/2015,204.81
7/10/2015,207.19
7/13/2015,210.12
7/14/2015,212.16
7/15/2015,212.96
7/16/2015,211.18
7/17/2015,212.46
7/20/2015,212.39
7/21/2015,211.5
7/22/2015,213.25
7/23/2015,211.05
7/24/2015,207.35
7/27/2015,205.02
7/28/2015,206.24
7/29/2015,206.84
7/30/2015,207.2
7/31/2015,205.07
8/3/2015,204.69
8/4/2015,205.17
8/5/2015,205.7
8/6/2015,205.09
8/7/2015,203.44
8/10/2015,205.97
8/11/2015,201.7
8/12/2015,201.13
8/13/2015,200.74
8/14/2015,202.02
8/17/2015,202.57
8/18/2015,201.18
8/19/2015,200.95
8/20/2015,196.75
8/21/2015,187.74
8/24/2015,179.46
8/25/2015,178.22
8/26/2015,184.4
8/27/2015,189.21
8/28/2015,187.75
8/31/2015,188.6
9/1/2015,182.12
9/2/2015,184.51
9/3/2015,185.06
9/4/2015,180.38
9/8/2015,185.88
9/9/2015,185.68
9/10/2015,185.91
9/11/2015,185.27
9/14/2015,183.94
9/15/2015,187.45
9/16/2015,188.64
9/17/2015,186.45
9/18/2015,180.94
9/21/2015,183.35
9/22/2015,179.72
9/23/2015,179.41
9/24/2015,176.91
9/25/2015,179.83
9/28/2015,173.02
9/29/2015,171.86
9/30/2015,173.76
10/1/2015,176.02
10/2/2015,177.01
10/5/2015,180.7
10/6/2015,180.32
10/7/2015,182.23
10/8/2015,181.07
10/9/2015,179.19
10/12/2015,180.23
10/13/2015,180.97
10/14/2015,179.51
10/15/2015,184.96
10/16/2015,185.18
10/19/2015,185.74
10/20/2015,185.51
10/21/2015,179.7
10/22/2015,183.56
10/23/2015,185.5
10/26/2015,187.01
10/27/2015,186.31
10/28/2015,191.32
10/29/2015,189.89
10/30/2015,187.5
11/2/2015,189.68
11/3/2015,190.69
11/4/2015,191.65
11/5/2015,192.02
11/6/2015,199.17
11/9/2015,196.76
11/10/2015,197.81
11/11/2015,197.39
11/12/2015,192.77
11/13/2015,190.39
11/16/2015,192.16
11/17/2015,190.57
11/18/2015,193.66
11/19/2015,193.03
11/20/2015,191.47
11/23/2015,189.19
11/24/2015,188.67
11/25/2015,189.15
11/27/2015,190.47
11/30/2015,190.02
12/1/2015,193.07
12/2/2015,190.26
12/3/2015,185.2
12/4/2015,189.99
12/7/2015,185.49
12/8/2015,182.92
12/9/2015,180.71
12/10/2015,182.11
12/11/2015,176.56
12/14/2015,176.4
12/15/2015,182.01
12/16/2015,186.21
12/17/2015,182.61
12/18/2015,175.49
12/21/2015,177.75
12/22/2015,180.05
12/23/2015,182.95
12/24/2015,182.47
12/28/2015,181.62
12/29/2015,183.53
12/30/2015,182.01
12/31/2015,180.23
1/4/2016,177.14
1/5/2016,174.09
1/6/2016,169.84
1/7/2016,164.62
1/8/2016,163.94
1/11/2016,165.73
1/12/2016,165.71
1/13/2016,158.99
1/14/2016,161.39
1/15/2016,155.61
1/19/2016,156.82
1/20/2016,153.75
1/21/2016,151.65
1/22/2016,156.86
1/25/2016,151.12
1/26/2016,154.45
1/27/2016,153.72
1/28/2016,157.06
1/29/2016,161.56
2/1/2016,159.65
2/2/2016,151.7
2/3/2016,152.68
2/4/2016,156.49
2/5/2016,156.47
2/8/2016,149.25
2/9/2016,148.25
2/10/2016,147.23
2/11/2016,140.69
2/12/2016,146.13
2/16/2016,149.02
2/17/2016,150.94
2/18/2016,147.73
2/19/2016,146.91
2/22/2016,148.79
2/23/2016,144.91
2/24/2016,145.56
2/25/2016,148.25
2/26/2016,150.25
2/29/2016,149.53
3/1/2016,154.65
3/2/2016,154.2
3/3/2016,155.33
3/4/2016,156.84
3/7/2016,155.35
3/8/2016,151.6
3/9/2016,149.91
3/10/2016,151.02
3/11/2016,153.94
3/14/2016,153.49
3/15/2016,152.03
3/16/2016,150.54
3/17/2016,152.91
3/18/2016,157.6
3/21/2016,156.29
3/22/2016,154.2
3/23/2016,154.08
3/24/2016,153
3/28/2016,153.84
3/29/2016,155.03
3/30/2016,156.5
3/31/2016,156.98
4/1/2016,159.82
4/4/2016,157.77
4/5/2016,155.35
4/6/2016,155.19
4/7/2016,150.41
4/8/2016,150.28
4/11/2016,152.2
4/12/2016,154.31
4/13/2016,159.85
4/14/2016,160.91
4/15/2016,158.52
4/18/2016,159.02
4/19/2016,162.65
4/20/2016,166.98
4/21/2016,165.32
4/22/2016,166.75
4/25/2016,165.09
4/26/2016,165.84
4/27/2016,166.92
4/28/2016,164.29
4/29/2016,164.11
5/2/2016,166.18
5/3/2016,163.14
5/4/2016,160.07
5/5/2016,159.53
5/6/2016,158.85
5/9/2016,157.51
5/10/2016,161.42
5/11/2016,159.42
5/12/2016,158.07
5/13/2016,155.34
5/16/2016,155.38
5/17/2016,154.65
5/18/2016,159.94
5/19/2016,154.7
5/20/2016,154.51
5/23/2016,155.45
5/24/2016,157.59
5/25/2016,161.25
5/26/2016,159.22
5/27/2016,159.53
5/31/2016,159.48
6/1/2016,159.97
6/2/2016,159.28
6/3/2016,155.67
6/6/2016,157.06
6/7/2016,155.17
6/8/2016,154.64
6/9/2016,153.17
6/10/2016,149.89
6/13/2016,148.63
6/14/2016,146.19
6/15/2016,146.16
6/16/2016,146.63
6/17/2016,145.64
6/20/2016,147.75
6/21/2016,148.35
6/22/2016,148.14
6/23/2016,152.66
6/24/2016,141.86
6/27/2016,139.51
6/28/2016,142.41
6/29/2016,145.5
6/30/2016,148.58
7/1/2016,148.25
7/5/2016,144.45
7/6/2016,145.58
7/7/2016,147
7/8/2016,150.38
7/11/2016,152.19
7/12/2016,156.92
7/13/2016,157.92
7/14/2016,162.54
7/15/2016,161.64
7/18/2016,163.33
7/19/2016,161.41
7/20/2016,161.77
7/21/2016,160.05
7/22/2016,160.41
7/25/2016,160.51
7/26/2016,161.16
7/27/2016,160.99
7/28/2016,160.53
7/29/2016,158.81
8/1/2016,158.18
8/2/2016,156.06
8/3/2016,158.34
8/4/2016,158.05
8/5/2016,162.09
8/8/2016,162.83
8/9/2016,163.44
8/10/2016,162.19
8/11/2016,163.86
8/12/2016,163.25
8/15/2016,165.55
8/16/2016,165.65
8/17/2016,165.67
8/18/2016,166.06
8/19/2016,166.23
8/22/2016,166.26
8/23/2016,166.08
8/24/2016,165.3
8/25/2016,165.9
8/26/2016,165.97
8/29/2016,166.87
8/30/2016,169.37
8/31/2016,169.46
9/1/2016,168.51
9/2/2016,169.18
9/6/2016,169.33
9/7/2016,169.67
9/8/2016,171.66
9/9/2016,168.57
9/12/2016,171.06
9/13/2016,167
9/14/2016,166.16
9/15/2016,168.08
9/16/2016,166
9/19/2016,166.21
9/20/2016,166.47
9/21/2016,167.03
9/22/2016,168.02
9/23/2016,165.13
9/26/2016,161.48
9/27/2016,162.89
9/28/2016,163.45
9/29/2016,158.95
9/30/2016,161.27
10/3/2016,161.07
10/4/2016,162.27
10/5/2016,166.4
10/6/2016,167.15
10/7/2016,169.83
10/10/2016,171.04
10/11/2016,169.04
10/12/2016,169.3
10/13/2016,167.42
10/14/2016,170.52
10/17/2016,169
10/18/2016,172.63
10/19/2016,174.51
10/20/2016,174.51
10/21/2016,174.67
10/24/2016,175.12
10/25/2016,175.55
10/26/2016,177.07
10/27/2016,177.75
10/28/2016,177.14
10/31/2016,178.24
11/1/2016,178.06
11/2/2016,176.58
11/3/2016,176.21
11/4/2016,175.92
11/7/2016,181.48
11/8/2016,181.92
11/9/2016,192.63
11/10/2016,200.87
11/11/2016,203.94
11/14/2016,209.18
11/15/2016,211.19
11/16/2016,206.26
11/17/2016,209.63
11/18/2016,210.35
11/21/2016,211.08
11/22/2016,211.11
11/23/2016,212.31
11/25/2016,211.38
11/28/2016,210.35
11/29/2016,211.75
11/30/2016,219.29
12/1/2016,226.63
12/2/2016,223.36
12/5/2016,228.55
12/6/2016,231.38
12/7/2016,235.56
12/8/2016,241.45
12/9/2016,241.85
12/12/2016,237.17
12/13/2016,238.55
12/14/2016,239.93
12/15/2016,243
12/16/2016,238.9
12/19/2016,239.07
12/20/2016,243.09
12/21/2016,241.44
12/22/2016,240.12
12/23/2016,240.97
12/27/2016,241.56
12/28/2016,240.65
12/29/2016,238.18
12/30/2016,239.45
1/3/2017,241.57
1/4/2017,243.13
1/5/2017,241.32
1/6/2017,244.9
1/9/2017,242.89
1/10/2017,242.57
1/11/2017,245.76
1/12/2017,243.84
1/13/2017,244.3
1/17/2017,235.74
1/18/2017,234.29
1/19/2017,231.41
1/20/2017,232.2
1/23/2017,232.67
1/24/2017,233.68
1/25/2017,237.25
1/26/2017,239.58
1/27/2017,236.95
1/30/2017,233.9
1/31/2017,229.32
2/1/2017,230.67
2/2/2017,230.41
2/3/2017,240.95
2/6/2017,239.98
2/7/2017,239.62
2/8/2017,237.73
2/9/2017,241.55
2/10/2017,242.72
2/13/2017,246.27
2/14/2017,249.46
2/15/2017,250.54
2/16/2017,249.44
2/17/2017,250.38
2/21/2017,251.76
2/22/2017,251.73
2/23/2017,251.19
2/24/2017,247.35
2/27/2017,249.33
2/28/2017,248.06
3/1/2017,252.71
3/2/2017,251.06
3/3/2017,252.89
3/6/2017,252.01
3/7/2017,250.9
3/8/2017,250.24
3/9/2017,250.18
3/10/2017,248.38
3/13/2017,248.16
3/14/2017,247.72
3/15/2017,246.78
3/16/2017,248.22
3/17/2017,243.94
3/20/2017,242.14
3/21/2017,233
3/22/2017,231.07
3/23/2017,231.9
3/24/2017,228.41
3/27/2017,225.48
3/28/2017,229.33
3/29/2017,228.45
3/30/2017,231.22
3/31/2017,229.72
4/3/2017,228.96
4/4/2017,229.26
4/5/2017,227.66
4/6/2017,228.64
4/7/2017,227.88
4/10/2017,228.89
4/11/2017,227.74
4/12/2017,225.75
4/13/2017,223.32
4/17/2017,226.26
4/18/2017,215.59
4/19/2017,214.09
4/20/2017,218.06
4/21/2017,216.86
4/24/2017,223.22
4/25/2017,226.63
4/26/2017,226.2
4/27/2017,225.81
4/28/2017,223.8
5/1/2017,224.85
5/2/2017,225.12
5/3/2017,226.31
5/4/2017,226.59
5/5/2017,226.87
5/8/2017,225.03
5/9/2017,223.76
5/10/2017,224.88
5/11/2017,224.76
5/12/2017,222.82
5/15/2017,225.12
5/16/2017,225.6
5/17/2017,213.72
5/18/2017,215.16
5/19/2017,215.39
5/22/2017,216.02
5/23/2017,219.64
5/24/2017,223.83
5/25/2017,222.47
5/26/2017,223.53
5/30/2017,218.42
5/31/2017,211.26
6/1/2017,215.01
6/2/2017,213.31
6/5/2017,213.99
6/6/2017,214.53
6/7/2017,215.78
6/8/2017,218.76
6/9/2017,222.44
6/12/2017,221.91
6/13/2017,224.2
6/14/2017,226.51
6/15/2017,223.23
6/16/2017,221.81
6/19/2017,226.13
6/20/2017,225.1
6/21/2017,222.49
6/22/2017,219.77
6/23/2017,217.19
6/26/2017,220.44
6/27/2017,220.28
6/28/2017,223.22
6/29/2017,224.41
6/30/2017,221.9
7/3/2017,227.28
7/5/2017,228.04
7/6/2017,226.69
7/7/2017,225.28
7/10/2017,225.84
7/11/2017,226.95
7/12/2017,227.39
7/13/2017,230.4
7/14/2017,228.6
7/17/2017,229.26
7/18/2017,223.31
7/19/2017,222.87
7/20/2017,222.3
7/21/2017,220.18
7/24/2017,218.18
7/25/2017,221.58
7/26/2017,222.25
7/27/2017,221.48
7/28/2017,223.61
7/31/2017,225.33
8/1/2017,227
8/2/2017,226.27
8/3/2017,223.99
8/4/2017,229.79
8/7/2017,232.92
8/8/2017,232.05
8/9/2017,231.01
8/10/2017,225.5
8/11/2017,224.15
8/14/2017,227.36
8/15/2017,227.59
8/16/2017,225.61
8/17/2017,221.42
8/18/2017,222.15
8/21/2017,220.79
8/22/2017,223.58
8/23/2017,222.74
8/24/2017,222.99
8/25/2017,222.47
8/28/2017,220.35
8/29/2017,219.96
8/30/2017,222.42
8/31/2017,223.74
9/1/2017,225.88
9/5/2017,217.78
9/6/2017,218.83
9/7/2017,215.84
9/8/2017,217.21
9/11/2017,221.06
9/12/2017,225.95
9/13/2017,226.56
9/14/2017,226.85
9/15/2017,225.22
9/18/2017,227.53
9/19/2017,228.91
9/20/2017,229.79
9/21/2017,231.29
9/22/2017,231.03
9/25/2017,230.26
9/26/2017,229.94
9/27/2017,234.76
9/28/2017,235.47
9/29/2017,237.19
10/2/2017,240.65
10/3/2017,241.62
10/4/2017,240.31
10/5/2017,246.06
10/6/2017,246.02
10/9/2017,242.8
10/10/2017,242.6
10/11/2017,242.4
10/12/2017,239.8
10/13/2017,238.53
10/16/2017,242.41
10/17/2017,236.09
10/18/2017,242.03
10/19/2017,239.99
10/20/2017,244.73
10/23/2017,242.13
10/24/2017,244.84
10/25/2017,241.71
10/26/2017,241.72
10/27/2017,241.71
10/30/2017,240.89
10/31/2017,242.48
11/1/2017,244.26
11/2/2017,246.88
11/3/2017,244.4
11/6/2017,243.49
11/7/2017,239.81
11/8/2017,241.25
11/9/2017,240.79
11/10/2017,240.15
11/13/2017,240.27
11/14/2017,237.24
11/15/2017,237.61
11/16/2017,239.37
11/17/2017,238.02
11/20/2017,238.13
11/21/2017,238.02
11/22/2017,236.43
11/24/2017,235.95
11/27/2017,235.11
11/28/2017,239.41
11/29/2017,241.36
11/30/2017,247.64
12/1/2017,248.95
12/4/2017,250.65
12/5/2017,248.33
12/6/2017,245.95
12/7/2017,248.56
12/8/2017,250.35
12/11/2017,250.13
12/12/2017,257.68
12/13/2017,255.56
12/14/2017,255.48
12/15/2017,257.17
12/18/2017,260.02
12/19/2017,256.48
12/20/2017,255.18
12/21/2017,261.01
12/22/2017,258.97
12/26/2017,257.72
12/27/2017,255.95
12/28/2017,256.5
12/29/2017,254.76
1/2/2018,255.67
1/3/2018,253.29
1/4/2018,256.83
1/5/2018,255.52
1/8/2018,251.81
1/9/2018,253.94
1/10/2018,254.33
1/11/2018,255.13
1/12/2018,257.03
1/16/2018,258.46
1/17/2018,253.65
1/18/2018,250.97
1/19/2018,256.12
1/22/2018,261.52
1/23/2018,260.09
1/24/2018,265.68
1/25/2018,269.03
1/26/2018,268.14
1/29/2018,272.48
1/30/2018,268.94
1/31/2018,267.89
2/1/2018,272.23
2/2/2018,260.04
2/5/2018,249.11
2/6/2018,258.7
2/7/2018,257.1
2/8/2018,246.35
2/9/2018,249.3
2/12/2018,253.16
2/13/2018,255.53
2/14/2018,262.58
2/15/2018,267.68
2/16/2018,267.62
2/20/2018,264.89
2/21/2018,263.4
2/22/2018,261.43
2/23/2018,266.77
2/26/2018,271.26
2/27/2018,267.93
2/28/2018,262.93
3/1/2018,256.78
3/2/2018,258.12
3/5/2018,263.12
3/6/2018,266.93
3/7/2018,265.35
3/8/2018,266.34
3/9/2018,270.77
3/12/2018,273.38
3/13/2018,268.53
3/14/2018,264.43
3/15/2018,266.61
3/16/2018,267.6
3/19/2018,262.53
3/20/2018,263.19
3/21/2018,261.85
3/22/2018,252.6
3/23/2018,245.26
3/26/2018,254.88
3/27/2018,247.26
3/28/2018,249.37
3/29/2018,251.86
4/2/2018,247.35
4/3/2018,250.58
4/4/2018,252.62
4/5/2018,255.81
4/6/2018,249.97
4/9/2018,252.19
4/10/2018,256.57
4/11/2018,252.94
4/12/2018,259.59
4/13/2018,255.92
4/16/2018,257.88
4/17/2018,253.63
4/18/2018,254
4/19/2018,254.17
4/20/2018,251.96
4/23/2018,246.67
4/24/2018,242.49
4/25/2018,239.23
4/26/2018,240.09
4/27/2018,239.8
4/30/2018,238.33
5/1/2018,236.67
5/2/2018,234.05
5/3/2018,233.41
5/4/2018,234.94
5/7/2018,237.2
5/8/2018,237
5/9/2018,241.73
5/10/2018,243.44
5/11/2018,242.92
5/14/2018,243.91
5/15/2018,241.56
5/16/2018,240.96
5/17/2018,239.1
5/18/2018,237
5/21/2018,237.7
5/22/2018,238
5/23/2018,237.81
5/24/2018,236.1
5/25/2018,235.01
5/29/2018,227.03
5/30/2018,229.16
5/31/2018,225.88
6/1/2018,228.35
6/4/2018,229.89
6/5/2018,228.34
6/6/2018,232.23
6/7/2018,233.45
6/8/2018,233.39
6/11/2018,234.09
6/12/2018,232.63
6/13/2018,233.83
6/14/2018,233.65
6/15/2018,231.92
6/18/2018,231.39
6/19/2018,228.32
6/20/2018,227.82
6/21/2018,226.98
6/22/2018,226.02
6/25/2018,221.54
6/26/2018,221.58
6/27/2018,220.18
6/28/2018,223.42
6/29/2018,220.57
7/2/2018,223.26
7/3/2018,220.38
7/5/2018,220.74
7/6/2018,221.79
7/9/2018,227.99
7/10/2018,226.85
7/11/2018,225.66
7/12/2018,227.22
7/13/2018,226.41
7/16/2018,231.44
7/17/2018,231.02
7/18/2018,231.24
7/19/2018,229.63
7/20/2018,231.69
7/23/2018,233.76
7/24/2018,235.88
7/25/2018,236.69
7/26/2018,237.11
7/27/2018,237.64
7/30/2018,238.95
7/31/2018,237.43
8/1/2018,236.04
8/2/2018,233.99
8/3/2018,234.09
8/6/2018,235.93
8/7/2018,237.83
8/8/2018,236.37
8/9/2018,233.78
8/10/2018,229.61
8/13/2018,226.86
8/14/2018,229.56
8/15/2018,229.25
8/16/2018,233
8/17/2018,233.38
8/20/2018,235.78
8/21/2018,238.65
8/22/2018,239.34
8/23/2018,236.34
8/24/2018,235.11
8/27/2018,242.6
8/28/2018,242.37
8/29/2018,241.4
8/30/2018,239.4
8/31/2018,237.81
9/4/2018,237.66
9/5/2018,237.56
9/6/2018,234.52
9/7/2018,233.91
9/10/2018,231.91
9/11/2018,230.21
9/12/2018,228.15
9/13/2018,228.33
9/14/2018,229.24
9/17/2018,227.89
9/18/2018,228.89
9/19/2018,235.58
9/20/2018,237.4
9/21/2018,235.34
9/24/2018,232.9
9/25/2018,232.5
9/26/2018,228.88
9/27/2018,227.74
9/28/2018,224.24
10/1/2018,225.33
10/2/2018,226.07
10/3/2018,227.78
10/4/2018,227.48
10/5/2018,225.71
10/8/2018,225.35
10/9/2018,222.91
10/10/2018,214.89
10/11/2018,212.97
10/12/2018,213.87
10/15/2018,215.22
10/16/2018,221.7
10/17/2018,228.28
10/18/2018,224.95
10/19/2018,226.96
10/22/2018,221.6
10/23/2018,218.56
10/24/2018,209.18
10/25/2018,214.01
10/26/2018,212.36
10/29/2018,214.49
10/30/2018,219.28
10/31/2018,225.37
11/1/2018,226.97
11/2/2018,229.69
11/5/2018,228.72
11/6/2018,228.2
11/7/2018,231.28
11/8/2018,231.65
11/9/2018,222.65
11/12/2018,206.05
11/13/2018,205.05
11/14/2018,202.49
11/15/2018,203.74
11/16/2018,202.12
11/19/2018,198.22
11/20/2018,191.34
11/21/2018,192.6
11/23/2018,189.1
11/26/2018,194.34
11/27/2018,193.65
11/28/2018,198.35
11/29/2018,194.85
11/30/2018,190.69
12/3/2018,191.63
12/4/2018,184.31
12/6/2018,184.09
12/7/2018,179.67
12/10/2018,178.83
12/11/2018,176.8
12/12/2018,176.7
12/13/2018,175.92
12/14/2018,172.77
12/17/2018,168.01
12/18/2018,171.5
12/19/2018,169.25
12/20/2018,168.41
12/21/2018,160.05
12/24/2018,156.35
12/26/2018,162.93
12/27/2018,165.41
12/28/2018,163.03
12/31/2018,167.05
1/2/2019,172.03
1/3/2019,169.51
1/4/2019,175.05
1/7/2019,176.02
1/8/2019,175.37
1/9/2019,176.47
1/10/2019,176
1/11/2019,176.93
1/14/2019,178.72
1/15/2019,179.91
1/16/2019,197.08
1/17/2019,199.09
1/18/2019,202.54
1/22/2019,197.68
1/23/2019,196.9
1/24/2019,197.8
1/25/2019,200.74
